count;mean;std;min;25%;50%;75%;max
574.0;0.5487804878048781;1.3653235725784951;0.0;0.0;0.0;1.0;25.0
1127.0;0.5075421472937001;1.043326884223161;0.0;0.0;0.0;1.0;18.0
