count;mean;std;min;25%;50%;75%;max
574.0;5.116724738675958;4.031546510262918;0.0;2.0;4.0;7.0;24.0
1127.0;4.150842945874002;4.04090504555757;0.0;1.0;3.0;6.0;24.0
