PEOE_VSA1;PEOE_VSA2;PEOE_VSA3;PEOE_VSA4;PEOE_VSA5;PEOE_VSA6;PEOE_VSA7;PEOE_VSA8;PEOE_VSA9;PEOE_VSA10;PEOE_VSA11;PEOE_VSA12;PEOE_VSA13;VSA_EState1;VSA_EState2;VSA_EState3;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState8;VSA_EState9;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA8;SlogP_VSA9;SlogP_VSA10;SlogP_VSA11;SMR_VSA1;SMR_VSA2;SMR_VSA3;SMR_VSA4;SMR_VSA5;SMR_VSA6;SMR_VSA7;SMR_VSA8;SMR_VSA9
4.794537184071822;0.0;0.0;0.0;0.0;58.29031018309871;13.344558822616634;6.4208216229260096;0.0;5.783244946364939;0.0;0.0;0.0;0.0;10.650846199020421;0.0;0.0;0.3406905508479283;0.0;12.738118706823613;3.9370112099747048;0.0;0.0;5.783244946364939;4.794537184071822;0.0;78.05569062864136;0.0;0.0;0.0;0.0;0.0;0.0;4.794537184071822;0.0;0.0;0.0;78.05569062864136;0.0;0.0;0.0;0.0
4.736862953800049;4.794537184071822;0.0;0.0;0.0;43.331592648832554;11.639471598530877;6.4208216229260096;0.0;6.606881964512918;0.0;0.0;0.0;4.887161989795919;10.767022549760645;0.0;1.111155045351474;-0.16415585369950403;9.902961834425128;4.199414997480474;2.1297727702191986;0.0;0.0;12.576187252464766;9.53140013787187;0.0;18.90801031431363;36.407855449141934;0.0;6.076020106833881;0.0;0.0;0.0;9.53140013787187;0.0;0.0;0.0;13.344558822616634;6.606881964512918;41.97130694083893;0.0;0.0
5.106527394840706;0.0;9.665781456092393;5.098681808301038;0.0;43.657168533370864;41.52592387393828;5.022633313741326;6.544756405912575;18.255690960512773;0.0;0.0;0.0;1.6971939300411523;3.968452831239628;16.242618341352035;0.9461177861062118;0.0;7.6687651171579745;7.028398275628313;4.6236936343467425;0.0;0.0;25.472041470217825;6.544756405912575;5.41499046939678;32.25256913693026;42.49321295344479;5.022633313741326;6.076020106833881;0.0;0.0;0.0;5.106527394840706;0.0;14.76446326439343;5.41499046939678;38.83492486212953;0.0;53.079297758883115;0.0;0.0
5.106527394840706;0.0;0.0;0.0;0.0;11.600939890232516;30.686289896772447;5.022633313741326;0.0;5.749511833283905;0.0;0.0;0.0;0.0;0.0;9.566635802469136;0.8996913580246917;0.26101851851851876;4.864969135802469;0.0;1.8492592592592594;0.0;0.0;5.106527394840706;0.0;6.923737199690624;5.563451491696996;18.19910120538483;5.022633313741326;0.0;0.0;0.0;5.749511833283905;5.106527394840706;0.0;0.0;0.0;6.923737199690624;0.0;28.78518601082315;0.0;5.749511833283905
9.473725907600098;9.589074368143644;0.0;0.0;0.0;66.21987853631856;37.51909858402682;12.841643245852019;13.213763929025836;0.0;0.0;0.0;0.0;10.750134083281145;23.595528443371855;0.0;0.0;0.6796776258345941;0.0;11.260354973830335;9.714304873682078;0.0;0.0;25.152374504929536;19.06280027574374;11.835812092322787;104.74480827387463;0.0;0.0;0.0;0.0;0.0;0.0;19.06280027574374;0.0;0.0;11.835812092322787;104.74480827387463;13.213763929025836;0.0;0.0;0.0
4.794537184071822;0.0;0.0;11.761884949391115;0.0;0.0;12.008622790258194;6.4208216229260096;0.0;6.286160523129555;0.0;0.0;0.0;0.0;9.550416666666667;0.0;0.0;0.9618055555555556;0.0;3.6261574074074074;0.0;0.0;0.0;18.29478331338775;4.794537184071822;0.0;6.4208216229260096;0.0;0.0;0.0;0.0;0.0;0.0;4.794537184071822;0.0;0.0;0.0;6.4208216229260096;12.008622790258194;0.0;0.0;0.0
5.106527394840706;0.0;0.0;30.732905333723743;0.0;0.0;0.0;0.0;0.0;6.606881964512918;0.0;0.0;0.0;80.28548611111111;0.0;7.562986111111111;0.0;-11.680555555555555;0.0;-6.3618749999999995;-2.5560416666666663;0.0;0.0;29.73476621298625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.732905333723743;0.0;35.83943272856445;0.0;0.0;0.0;18.02135685363263;6.606881964512918;0.0;0.0;0.0
0.0;10.114318268765572;0.0;0.0;0.0;18.19910120538483;35.421137512172415;6.06636706846161;10.309535263282466;0.0;0.0;0.0;5.687386274683562;0.0;10.55912320483749;12.75162320483749;2.703611111111112;0.0;9.30341836734694;2.015557445200302;0.0;0.0;0.0;4.923311048817671;12.841643245852019;10.114318268765572;11.126902983393991;30.33183534230805;0.0;10.772448428929591;0.0;5.687386274683562;0.0;4.923311048817671;0.0;0.0;0.0;12.841643245852019;0.0;51.57305659446761;0.0;0.0
9.473725907600098;5.316788604006331;17.934429032852847;14.951935562841626;11.600939890232516;12.13273413692322;19.056471336613843;0.0;12.989800986247872;23.076281771314527;0.0;5.948339280986494;10.023291153407584;36.89830907804165;23.365893956475368;2.2126118827160495;0.0;0.386799769278958;4.789196596585713;0.0;1.6792639416176123;-2.8509712568410617;19.512609376058517;48.99753001026942;10.023291153407584;6.923737199690624;5.824404497999927;29.160951749364212;0.0;0.0;0.0;10.742876465058316;11.759976672870742;22.686060076000857;0.0;19.674030427293715;0.0;11.819220675208399;24.91347155476712;30.089872771846366;0.0;11.759976672870742
4.794537184071822;0.0;0.0;0.0;6.578935683598497;31.75930659853792;19.26246486877803;6.4208216229260096;0.0;6.286160523129555;0.0;0.0;0.0;0.0;9.967822613243339;0.0;0.0;0.0;0.0;12.352039104974711;3.6801382817819506;0.0;0.0;6.286160523129555;4.794537184071822;0.0;51.36657298340809;12.654955790432378;0.0;0.0;0.0;0.0;0.0;4.794537184071822;0.0;0.0;0.0;51.36657298340809;0.0;12.654955790432378;0.0;0.0
