count;mean;std;min;25%;50%;75%;max
574.0;1.5017421602787457;1.516343918542701;0.0;0.0;1.0;2.0;12.0
1127.0;1.3309671694764862;1.331257383767003;0.0;0.0;1.0;2.0;11.0
