DTXSID;Clasificacion_ATS;Masa_Molecular;Numero_Atomos_Pesados;H_Bond_Acceptors;H_Bond_Donors;Enlaces_Dobles;Enlaces_Triples;Carboxilo;Hidroxilo;LogP;SMILES
DTXSID0034930;Inactivo;283.04657206599995;16.0;5.0;0.0;2.0;0.0;0.0;0.0;3.831500000000003;CCOP(=O)(SC(C)CC)N1CCSC1=O
DTXSID0037495;Inactivo;173.04682293599998;11.0;5.0;2.0;0.0;0.0;0.0;0.0;0.5389999999999999;CCNC1=NC(N)=NC(Cl)=N1
DTXSID00379268;Inactivo;242.01777694;15.0;1.0;1.0;1.0;0.0;0.0;0.0;2.684100000000001;OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F
DTXSID00379884;Inactivo;326.0164752;20.0;1.0;0.0;0.0;0.0;0.0;0.0;3.878800000000001;FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1
DTXSID00379925;Activo;481.93662204;28.0;1.0;0.0;1.0;0.0;0.0;0.0;5.761200000000002;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O
DTXSID00380798;Activo;410.0023619319999;25.0;5.0;2.0;0.0;0.0;0.0;0.0;2.577600000000001;OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO
DTXSID0038839;Inactivo;163.0381764;12.0;4.0;1.0;1.0;1.0;0.0;0.0;1.04868;NC1=C(C=C(C=C1)[N+]([O-])=O)C#N
DTXSID0038887;Inactivo;332.068473484;25.0;5.0;2.0;1.0;0.0;0.0;0.0;3.6658000000000017;OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1
DTXSID0039223;Inactivo;190.077598688;12.0;4.0;1.0;2.0;0.0;0.0;0.0;1.4698;CNC(=O)ON=CC(C)(C)SC
DTXSID0040127;Inactivo;109.063997224;8.0;3.0;2.0;0.0;0.0;0.0;0.0;0.24599999999999989;NC1=CC=CC(N)=N1
DTXSID0040701;Inactivo;276.12090298000004;19.0;7.0;1.0;3.0;0.0;0.0;0.0;0.18700000000000006;CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC
DTXSID0040707;Activo;163.136099544;12.0;1.0;1.0;0.0;0.0;0.0;0.0;3.001500000000001;CCCCCC1=CC=C(N)C=C1
DTXSID0040755;Activo;361.071700292;25.0;6.0;0.0;1.0;0.0;0.0;0.0;4.603900000000004;CCOC(=O)[C@H](C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1
DTXSID0041141;Activo;401.160515296;27.0;6.0;1.0;3.0;0.0;0.0;0.0;2.5544000000000002;CO[C@@H]1[C@@H](CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C)OC(=O)NC(=O)CCl
DTXSID0041270;Inactivo;186.161979944;13.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0119000000000016;CC(CCOC(C)=O)CC(C)(C)C
DTXSID0042400;Activo;344.199724816;22.0;4.0;0.0;2.0;0.0;0.0;0.0;1.948499999999999;[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O
DTXSID0044236;Inactivo;586.35056856;42.0;8.0;2.0;2.0;0.0;0.0;0.0;5.9946400000000075;CC1=CC(CCC(=O)OCCOCCOCCOC(=O)CCC2=CC(C)=C(O)C(=C2)C(C)(C)C)=CC(=C1O)C(C)(C)C
DTXSID00442840;Inactivo;261.97344892800004;15.0;4.0;0.0;2.0;0.0;0.0;0.0;1.389;FC(F)(F)OCCOS(=O)(=O)C(F)(F)F
DTXSID0044363;Activo;200.177630008;14.0;2.0;0.0;1.0;0.0;0.0;0.0;3.6902000000000026;CCCCCCCCCC(=O)OCC
DTXSID0044367;Activo;335.218762316;19.0;0.0;0.0;0.0;0.0;0.0;0.0;2.3976999999999995;[Br-].CCCCCCCCCCCCCC[N+](C)(C)C
DTXSID0044494;Inactivo;240.115029752;18.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0150000000000015;O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1
DTXSID0044608;Inactivo;248.071614762;16.0;6.0;0.0;3.0;0.0;0.0;0.0;1.0246;CCC[Si](OC(C)=O)(OC(C)=O)OC(C)=O
DTXSID0044818;Activo;186.198365452;13.0;1.0;1.0;0.0;0.0;0.0;0.0;3.755500000000003;CCCCCCC(CO)CCCC
DTXSID0044997;Activo;263.224914548;19.0;2.0;1.0;0.0;0.0;0.0;0.0;4.0488000000000035;CN(C)CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
DTXSID0046488;Activo;481.224045656;34.0;6.0;2.0;2.0;0.0;0.0;0.0;0.5500000000000003;[Na+].COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(N=C1C(C)C)C(C)C
DTXSID0047113;Activo;236.214015516;17.0;1.0;0.0;0.0;0.0;0.0;0.0;4.408000000000004;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2
DTXSID0047167;Inactivo;73.052763844;5.0;1.0;1.0;1.0;0.0;0.0;0.0;-0.24770000000000003;CNC(C)=O
DTXSID0047246;Activo;428.143963996;28.0;6.0;4.0;5.0;0.0;0.0;0.0;3.629870000000002;CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C
DTXSID0047248;Activo;396.15862588;30.0;4.0;1.0;3.0;0.0;0.0;0.0;2.8862200000000016;CC1=CC2=C3N(CC2)C(=O)[C@H](NC(=O)C2=CC=NC=C2)N=C(C2=CC=CC=C2)C3=C1
DTXSID0047290;Inactivo;366.107184564;24.0;5.0;1.0;2.0;0.0;0.0;0.0;3.2182200000000005;CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1C
DTXSID0047292;Inactivo;247.108754496;16.0;4.0;2.0;1.0;0.0;0.0;0.0;1.2363999999999995;Cl.NCC1(CC2=NOC(=O)N2)CCCCC1
DTXSID0047294;Activo;340.113567508;25.0;5.0;0.0;0.0;0.0;0.0;0.0;4.452900000000003;CC(C)C1=NN=C2C=CC(=CN12)C1=C(N=CO1)C1=CC(F)=CC=C1F
DTXSID0047296;Inactivo;439.957474832;26.0;5.0;1.0;3.0;0.0;0.0;0.0;2.8511000000000015;OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C2=C1C=C(Cl)C=C2
DTXSID0047325;Inactivo;538.251082292;38.0;5.0;1.0;2.0;0.0;0.0;0.0;5.785020000000006;Cl.CC1=NC(=NO1)C1=CC2=C(CCN(CCC3CCC(CC3)NC(=O)\C=C\C3=CC=C(F)C=C3)CC2)C=C1
DTXSID0047327;Inactivo;574.3683049639999;42.0;5.0;1.0;1.0;0.0;0.0;0.0;6.415700000000007;CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1
DTXSID0047371;Activo;402.174356196;30.0;3.0;1.0;1.0;1.0;0.0;0.0;4.297000000000004;NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F
DTXSID0047375;Inactivo;504.009133284;34.0;5.0;3.0;3.0;0.0;0.0;0.0;5.715700000000002;OC(=O)C1=CC=CC=C1N1C=C(C(O)=O)C(=O)C2=C1C=C(Cl)C(NC1=C(F)C=C(F)C=C1Cl)=C2
DTXSID0047377;Activo;678.168175852;45.0;11.0;1.0;3.0;0.0;0.0;0.0;6.759800000000007;Cl.CCOC(=O)O[C@H](C)OC(=O)C1=CC=C2N(CC3=NOC(=C3)C3=CC=C(Cl)S3)C(=CC2=C1)C(=O)NC1CCN(CC1)C(C)C
DTXSID0047379;Activo;639.145839544;43.0;5.0;0.0;2.0;0.0;0.0;0.0;7.3425000000000065;Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12
DTXSID0047456;Inactivo;164.04734411599998;12.0;3.0;0.0;3.0;0.0;0.0;0.0;0.5080999999999999;O=C1OC(=O)C2C3CC(C=C3)C12
DTXSID0047533;Inactivo;546.392039448;39.0;6.0;0.0;3.0;0.0;0.0;0.0;9.238500000000002;CCCCCCCCOC(=O)C1=CC=C(C(=O)OCCCCCCCC)C(=C1)C(=O)OCCCCCCCC
DTXSID0047535;Inactivo;514.3505685599999;36.0;8.0;0.0;4.0;0.0;0.0;0.0;6.219200000000007;CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC
DTXSID0047537;Inactivo;426.37091007999993;30.0;4.0;0.0;2.0;0.0;0.0;0.0;7.91460000000001;CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
DTXSID0047539;Inactivo;326.151809184;24.0;4.0;0.0;2.0;0.0;0.0;0.0;4.260800000000003;O=C(OCCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID0047741;Inactivo;184.034671256;13.0;1.0;0.0;0.0;0.0;0.0;0.0;4.054500000000002;S1C2=C(C=CC=C2)C2=C1C=CC=C2
DTXSID0048183;Inactivo;298.120509056;22.0;4.0;2.0;1.0;0.0;0.0;0.0;2.672200000000001;OC1=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(O)=CC=C2)=CC=C1
DTXSID0048505;Activo;353.067952304;25.0;5.0;2.0;2.0;0.0;0.0;0.0;4.505820000000002;CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=NN1)C=CC(=C3)[N+]([O-])=O
DTXSID0048507;Activo;412.1113745880001;28.0;7.0;2.0;1.0;0.0;0.0;0.0;3.0036000000000005;Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2
DTXSID0048509;Inactivo;413.304227488;30.0;4.0;1.0;1.0;0.0;0.0;0.0;3.2551000000000014;CCCN(C1CCN(CC1)C(=O)C1CCNCC1)[C@@H]1CCC2=C(C1)C=C(OC)C=C2
DTXSID0059794;Inactivo;437.97125796;26.0;0.0;0.0;0.0;0.0;0.0;0.0;5.922800000000002;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0059829;Inactivo;415.96936614;25.0;1.0;0.0;1.0;0.0;0.0;0.0;4.856600000000001;FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID0059871;Inactivo;163.005654784;10.0;1.0;1.0;1.0;0.0;0.0;0.0;0.6693000000000002;NC(=O)C(F)(F)C(F)(F)F
DTXSID0059879;Inactivo;232.013440508;14.0;1.0;1.0;0.0;0.0;0.0;0.0;2.1497;OCC(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID0060985;Inactivo;275.91795392;15.0;2.0;0.0;2.0;0.0;0.0;0.0;2.4231;FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(Cl)=O
DTXSID00892442;Inactivo;495.960338252;30.0;3.0;1.0;1.0;0.0;0.0;0.0;4.9436;OC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
DTXSID1020063;Inactivo;154.037842052;11.0;4.0;2.0;1.0;0.0;0.0;0.0;0.8825999999999998;NC1=C(O)C=C(C=C1)[N+]([O-])=O
DTXSID1020069;Activo;225.12659748;17.0;3.0;1.0;1.0;0.0;0.0;0.0;4.301040000000003;CC1=CC=CC=C1N=NC1=CC(C)=C(N)C=C1
DTXSID1020140;Inactivo;144.01872368000002;10.0;2.0;0.0;1.0;0.0;0.0;0.0;-2.945899999999998;[Na+].[O-]C(=O)C1=CC=CC=C1
DTXSID1020142;Inactivo;187.085795288;14.0;5.0;2.0;0.0;0.0;0.0;0.0;0.7029999999999998;NC1=NC(=NC(N)=N1)C1=CC=CC=C1
DTXSID1020148;Inactivo;193.9456832;10.0;0.0;0.0;0.0;0.0;0.0;0.0;3.513300000000002;ClC(Cl)(Cl)C1=CC=CC=C1
DTXSID1020194;Inactivo;62.017524356;4.0;3.0;3.0;0.0;0.0;0.0;0.0;-2.0518;OB(O)O
DTXSID1020221;Inactivo;150.104465068;11.0;1.0;1.0;0.0;0.0;0.0;0.0;2.689700000000001;CC(C)(C)C1=CC=C(O)C=C1
DTXSID1020350;Inactivo;137.084063972;10.0;2.0;1.0;0.0;0.0;0.0;0.0;1.58582;COC1=CC=C(C)C=C1N
DTXSID1020431;Inactivo;145.969005488;8.0;0.0;0.0;0.0;0.0;0.0;0.0;2.993400000000001;ClC1=CC=C(Cl)C=C1
DTXSID1020433;Activo;323.975459104;18.0;2.0;2.0;0.0;0.0;0.0;0.0;4.668400000000001;Cl.Cl.NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(N)C=C1
DTXSID1020439;Inactivo;161.963920108;9.0;1.0;1.0;0.0;0.0;0.0;0.0;2.699;OC1=C(Cl)C=C(Cl)C=C1
DTXSID1020485;Activo;316.07453317599993;20.0;4.0;2.0;0.0;0.0;0.0;0.0;3.3788;Cl.Cl.COC1=CC(=CC=C1N)C1=CC=C(N)C(OC)=C1
DTXSID1020510;Activo;256.125200512;20.0;0.0;0.0;0.0;0.0;0.0;0.0;5.763040000000005;CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12
DTXSID1020512;Inactivo;107.013791492;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.9068;CN(C)C(Cl)=O
DTXSID1020560;Activo;403.816881132;19.0;3.0;0.0;2.0;0.0;0.0;0.0;3.689800000000001;ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl
DTXSID1020647;Inactivo;96.021129368;7.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0920999999999998;O=CC1=CC=CO1
DTXSID1020699;Activo;194.130679816;14.0;2.0;2.0;0.0;0.0;0.0;0.0;3.220600000000002;CCCCCCC1=C(O)C=C(O)C=C1
DTXSID1020770;Activo;485.68344142;21.0;1.0;0.0;1.0;0.0;0.0;0.0;4.6182;ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl
DTXSID1020807;Inactivo;166.98634116;10.0;3.0;1.0;0.0;0.0;0.0;0.0;2.585000000000001;SC1=NC2=C(S1)C=CC=C2
DTXSID1020855;Activo;263.00173005;16.0;6.0;0.0;2.0;0.0;0.0;0.0;2.490900000000001;COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O
DTXSID1020930;Inactivo;162.115698448;12.0;2.0;0.0;0.0;0.0;0.0;0.0;1.8483;CN1CCC[C@H]1C1=CN=CC=C1
DTXSID1020932;Inactivo;123.0320284;9.0;2.0;1.0;1.0;0.0;0.0;0.0;0.7797999999999999;OC(=O)C1=CC=CN=C1
DTXSID1021160;Inactivo;239.926010376;13.0;3.0;2.0;1.0;0.0;0.0;0.0;2.3222;NC1=C(Cl)C(Cl)=NC(C(O)=O)=C1Cl
DTXSID1021164;Inactivo;86.08439831999999;6.0;2.0;2.0;0.0;0.0;0.0;0.0;-0.8208;C1CNCCN1
DTXSID1021166;Activo;338.20932406000003;24.0;5.0;0.0;0.0;0.0;0.0;0.0;3.7177000000000024;CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC
DTXSID1021241;Activo;524.45933116;38.0;2.0;0.0;6.0;0.0;0.0;0.0;11.542499999999986;CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
DTXSID1021322;Activo;296.05093264;16.0;4.0;0.0;2.0;0.0;0.0;0.0;3.6212000000000026;CCN(CC)C(=S)SSC(=S)N(CC)CC
DTXSID1021378;Inactivo;161.904212312;7.0;1.0;1.0;1.0;0.0;0.0;0.0;1.4412;OC(=O)C(Cl)(Cl)Cl
DTXSID1021405;Activo;297.0960852;21.0;6.0;0.0;3.0;0.0;0.0;0.0;3.325540000000003;CC1=C(C(=C(C(C)=C1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
DTXSID1021409;Activo;368.022309832;20.0;1.0;1.0;0.0;0.0;0.0;0.0;1.6458000000000002;O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID1021455;Inactivo;nan;nan;nan;nan;nan;nan;nan;nan;nan;"trisodium;3-oxo-2-(4-sulfonatophenyl)-4-[(4-sulfonatophenyl)diazenyl]-1H-pyrazole-5-carboxylate"
DTXSID1021586;Inactivo;194.167065324;14.0;1.0;0.0;3.0;0.0;0.0;0.0;4.048300000000003;CC(C)=CCCC(C)=CCCC(C)=O
DTXSID1021798;Inactivo;129.057849224;10.0;1.0;0.0;0.0;0.0;0.0;0.0;2.2348;C1=CC2=C(C=C1)N=CC=C2
DTXSID1021821;Inactivo;87.068413908;6.0;2.0;1.0;1.0;0.0;0.0;0.0;1.2465;CCC(C)=NO
DTXSID1021877;Inactivo;80.00289246;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.21749999999999997;OCCCl
DTXSID1021952;Activo;326.07079559000005;23.0;4.0;0.0;1.0;0.0;0.0;0.0;5.331500000000003;O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1
DTXSID1021956;Inactivo;390.277009696;28.0;4.0;0.0;2.0;0.0;0.0;0.0;6.721200000000008;CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC
DTXSID1022053;Activo;198.027671292;14.0;5.0;1.0;2.0;0.0;0.0;0.0;1.5170200000000003;CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O
DTXSID1022188;Activo;181.183049736;13.0;1.0;0.0;0.0;1.0;0.0;0.0;4.430880000000004;CCCCCCCCCCCC#N
DTXSID1022265;Activo;269.11825656;18.0;2.0;0.0;1.0;0.0;0.0;0.0;2.9871000000000016;CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl
DTXSID1022267;Inactivo;162.04629856;10.0;4.0;1.0;2.0;0.0;0.0;0.0;1.0388;CNC(=O)ON=C(C)SC
DTXSID10224331;Activo;186.030392312;12.0;2.0;0.0;2.0;0.0;0.0;0.0;1.6159999999999999;FC(F)C(F)(F)COC(=O)C=C
DTXSID1023235;Inactivo;182.079038168;12.0;6.0;6.0;0.0;0.0;0.0;0.0;-3.5854000000000004;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
DTXSID1023817;Activo;206.178298704;15.0;2.0;0.0;2.0;0.0;0.0;0.0;3.825700000000003;C1CCC(CC1)N=C=NC1CCCCC1
DTXSID1023819;Inactivo;224.079706864;16.0;5.0;2.0;3.0;0.0;0.0;0.0;-0.7090799999999999;CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
DTXSID1023869;Inactivo;227.120466544;15.0;6.0;2.0;0.0;0.0;0.0;0.0;1.8455999999999997;CCNC1=NC(SC)=NC(NC(C)C)=N1
DTXSID1023990;Inactivo;240.089022096;16.0;6.0;2.0;0.0;1.0;0.0;0.0;1.6708799999999997;CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1
DTXSID1023996;Inactivo;99.104799416;7.0;1.0;1.0;0.0;0.0;0.0;0.0;1.2778;NC1CCCCC1
DTXSID1023998;Inactivo;415.074198828;28.0;4.0;0.0;2.0;1.0;0.0;0.0;6.177980000000004;CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
DTXSID1024045;Inactivo;154.0299798;9.0;4.0;0.0;2.0;0.0;0.0;0.0;0.30420000000000014;CCOS(=O)(=O)OCC
DTXSID1024091;Inactivo;189.118735228;12.0;2.0;0.0;1.0;0.0;0.0;0.0;2.9815000000000014;CCCN(CCC)C(=O)SCC
DTXSID1024097;Inactivo;118.099379688;8.0;2.0;1.0;0.0;0.0;0.0;0.0;0.7953999999999999;CCCCOCCO
DTXSID1024124;Inactivo;387.0307251360001;25.0;10.0;2.0;4.0;0.0;0.0;0.0;0.5471199999999999;COC(=O)C1=C(C=CS1)S(=O)(=O)NC(=O)NC1=NC(C)=NC(OC)=N1
DTXSID1024126;Inactivo;385.81600854;18.0;1.0;0.0;1.0;0.0;0.0;0.0;4.452700000000001;[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
DTXSID1024170;Inactivo;149.097127192;9.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.7492999999999979;[Cl-].C[N+]1(C)CCCCC1
DTXSID1024174;Activo;314.09616511400003;17.0;4.0;0.0;1.0;0.0;0.0;0.0;6.694400000000005;CCCCSP(=O)(SCCCC)SCCCC
DTXSID1024209;Activo;377.782574894;13.0;4.0;0.0;1.0;0.0;0.0;0.0;3.651200000000001;COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
DTXSID1024259;Activo;366.98686427;21.0;7.0;0.0;2.0;0.0;0.0;0.0;4.236100000000003;CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12
DTXSID1024338;Inactivo;342.045646928;22.0;6.0;4.0;4.0;0.0;0.0;0.0;1.7922;COC(=O)NC(=S)NC1=C(NC(=S)NC(=O)OC)C=CC=C1
DTXSID1024621;Inactivo;134.094294308;9.0;3.0;0.0;0.0;0.0;0.0;0.0;0.29580000000000006;COCCOCCOC
DTXSID1024837;Activo;226.193280072;16.0;2.0;0.0;2.0;0.0;0.0;0.0;4.078200000000003;CCOC(OCC)C=C(C)CCC=C(C)C
DTXSID1025017;Activo;270.161979944;20.0;2.0;0.0;0.0;0.0;0.0;0.0;4.805200000000005;CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID1025271;Inactivo;121.089149352;9.0;1.0;1.0;0.0;0.0;0.0;0.0;2.1184;CCNC1=CC=CC=C1
DTXSID1025300;Activo;362.164695974;25.0;4.0;0.0;1.0;0.0;0.0;0.0;6.485500000000006;CCCCC(CC)COP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1
DTXSID1025302;Activo;290.188194692;21.0;3.0;0.0;2.0;0.0;0.0;0.0;4.468000000000004;CCCCC(CC)COC(=O)C=CC1=CC=C(OC)C=C1
DTXSID1025485;Activo;226.146998576;17.0;2.0;2.0;0.0;0.0;0.0;0.0;4.250500000000002;CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
DTXSID1025512;Activo;364.17062648;26.0;1.0;0.0;4.0;0.0;0.0;0.0;1.3976000000000008;[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C
DTXSID1025805;Activo;213.118735228;14.0;3.0;0.0;1.0;0.0;0.0;0.0;3.2703000000000024;CCCCCCCCN1SC=CC1=O
DTXSID1026031;Activo;288.13712456;18.0;4.0;0.0;2.0;0.0;0.0;0.0;0.38809999999999967;[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
DTXSID1026035;Inactivo;188.968285408;11.0;3.0;0.0;0.0;0.0;0.0;0.0;-0.7938999999999998;[Na+].[S-]C1=NC2=CC=CC=C2S1
DTXSID1026081;Activo;539.757078024;21.0;2.0;2.0;0.0;0.0;0.0;0.0;6.4737000000000045;CC(C)(C1=CC(Br)=C(O)C(Br)=C1)C1=CC(Br)=C(O)C(Br)=C1
DTXSID1026164;Inactivo;107.073499288;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.57722;CC1=C(N)C=CC=C1
DTXSID1026293;Inactivo;329.10519334;25.0;4.0;2.0;2.0;0.0;0.0;0.0;4.219620000000003;CC1=CC=C(NC2=C3C(=O)C4=C(C=CC=C4)C(=O)C3=C(O)C=C2)C=C1
DTXSID1026665;Inactivo;104.037448128;8.0;2.0;0.0;0.0;1.0;0.0;0.0;0.9532799999999999;N#CC1=CN=CC=C1
DTXSID1026792;Inactivo;107.073499288;8.0;1.0;1.0;0.0;0.0;0.0;0.0;1.5772199999999998;CC1=CC(N)=CC=C1
DTXSID1026900;Activo;263.237977768;17.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6174999999999993;[Cl-].CCCCCCCCCCCC[N+](C)(C)C
DTXSID1026902;Activo;347.331878152;23.0;0.0;0.0;0.0;0.0;0.0;0.0;3.9581000000000017;[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C
DTXSID1026906;Inactivo;213.245649992;15.0;1.0;0.0;0.0;0.0;0.0;0.0;4.468900000000004;CCCCCCCCCCCCN(C)C
DTXSID1026908;Inactivo;146.130679816;10.0;2.0;1.0;0.0;0.0;0.0;0.0;1.5756;CCCCCCOCCO
DTXSID1027134;Activo;322.22729623000004;21.0;3.0;1.0;1.0;0.0;0.0;0.0;5.552800000000006;CCCCC(CC)COP(O)(=O)OCC(CC)CCCC
DTXSID1027263;Inactivo;130.099379688;9.0;2.0;0.0;1.0;0.0;0.0;0.0;1.7397;CCCCCOC(C)=O
DTXSID1027342;Inactivo;132.00096544000002;8.0;1.0;0.0;0.0;0.0;0.0;0.0;-1.4035999999999997;[Na+].[S-]C1=CC=CC=C1
DTXSID1027344;Inactivo;197.177964356;14.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0172000000000008;O=C1CCCCCCCCCCCN1
DTXSID1027479;Inactivo;225.090211972;17.0;4.0;1.0;0.0;0.0;0.0;0.0;2.43452;CC1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1
DTXSID1027635;Inactivo;286.21440944;20.0;4.0;0.0;2.0;0.0;0.0;0.0;3.4356000000000027;CC(C)C(OC(=O)C(C)C)C(C)(C)COC(=O)C(C)C
DTXSID1027928;Activo;175.120843404;12.0;3.0;0.0;1.0;0.0;0.0;0.0;2.4111000000000002;CCCCC(CC)CO[N+]([O-])=O
DTXSID1029677;Inactivo;59.966755770000006;3.0;2.0;0.0;2.0;0.0;0.0;0.0;-0.6184000000000001;O=[Si]=O
DTXSID1030319;Activo;210.115698448;16.0;2.0;1.0;0.0;0.0;0.0;0.0;3.396600000000001;CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2
DTXSID1031626;Inactivo;146.07316494;11.0;1.0;0.0;2.0;0.0;0.0;0.0;2.2888;CC(=O)\C=C\C1=CC=CC=C1
DTXSID1032355;Inactivo;239.071306368;16.0;2.0;0.0;1.0;0.0;0.0;0.0;2.6400000000000006;CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O
DTXSID1032359;Activo;225.12659748;17.0;3.0;1.0;0.0;0.0;0.0;0.0;3.4060200000000025;CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1
DTXSID1032482;Activo;318.116700226;20.0;6.0;0.0;1.0;0.0;0.0;0.0;3.8389000000000033;CCOP(=S)(OC(C)C)OC1=CN=C(N=C1)C(C)(C)C
DTXSID1032484;Activo;465.98972462;27.0;9.0;0.0;2.0;0.0;0.0;0.0;5.630000000000004;COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1
DTXSID1032488;Inactivo;396.0930898840001;26.0;5.0;0.0;2.0;0.0;0.0;0.0;4.516500000000003;COC(=O)C1=C(CC(C)C)C(C2=NCCS2)=C(N=C1C(F)F)C(F)(F)F
DTXSID1032511;Inactivo;171.17354767199998;12.0;3.0;0.0;0.0;0.0;0.0;0.0;0.8382000000000003;CCN1CN(CC)CN(CC)C1
