DTXSID;Clasificacion_ATS;Masa_Molecular;Numero_Atomos_Pesados;H_Bond_Acceptors;H_Bond_Donors;Enlaces_Dobles;Enlaces_Triples;Carboxilo;Hidroxilo;LogP;SMILES
DTXSID3020336;Inactivo;242.07097202;16.0;3.0;0.0;1.0;0.0;0.0;0.0;3.060500000000001;CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
DTXSID3020415;Inactivo;185.867974328;4.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7762;BrCCBr
DTXSID3020465;Activo;268.14632988;20.0;2.0;2.0;1.0;0.0;0.0;0.0;4.828600000000005;CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DTXSID3020627;Inactivo;306.104065444;22.0;7.0;1.0;0.0;0.0;0.0;0.0;0.7357999999999993;OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
DTXSID3020679;Activo;369.82109392;17.0;0.0;0.0;2.0;0.0;0.0;0.0;5.2415;ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
DTXSID3020887;Inactivo;143.073499288;11.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5432200000000007;CC1=CC2=CC=CN=C2C=C1
DTXSID3020910;Inactivo;246.023180168;14.0;6.0;0.0;4.0;0.0;0.0;0.0;-0.2809999999999997;CS(=O)(=O)OCCCCOS(C)(=O)=O
DTXSID3020912;Inactivo;232.084792244;17.0;4.0;1.0;2.0;0.0;0.0;0.0;1.4230200000000002;CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
DTXSID3020916;Activo;158.08439832;12.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0042;NC1=CC=CC2=C(N)C=CC=C12
DTXSID3020918;Inactivo;360.16264864;28.0;2.0;2.0;0.0;0.0;0.0;0.0;7.480200000000004;N(C1=CC=C(NC2=CC=C3C=CC=CC3=C2)C=C1)C1=CC=C2C=CC=CC2=C1
DTXSID3020960;Activo;199.063328528;15.0;2.0;0.0;1.0;0.0;0.0;0.0;2.8466000000000014;[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23
DTXSID3020964;Inactivo;123.0320284;9.0;2.0;0.0;1.0;0.0;0.0;0.0;1.5948;[O-][N+](=O)C1=CC=CC=C1
DTXSID3020966;Inactivo;167.02185764;12.0;3.0;1.0;2.0;0.0;0.0;0.0;1.293;OC(=O)C1=CC=C(C=C1)[N+]([O-])=O
DTXSID3021142;Inactivo;203.071306368;13.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0667999999999997;Cl.CNC[C@H](O)C1=CC(O)=CC=C1
DTXSID3021196;Inactivo;229.109423192;15.0;5.0;2.0;0.0;0.0;0.0;0.0;2.1655999999999995;CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1
DTXSID3021277;Inactivo;112.052429496;8.0;1.0;1.0;3.0;0.0;0.0;0.0;1.2033;C\C=C\C=C\C(O)=O
DTXSID3021358;Inactivo;311.13036253200005;21.0;4.0;2.0;3.0;0.0;0.0;0.0;1.77392;CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
DTXSID3021485;Inactivo;166.026608672;12.0;2.0;2.0;2.0;0.0;0.0;0.0;1.083;OC(=O)C1=CC(=CC=C1)C(O)=O
DTXSID3021641;Inactivo;158.130679816;11.0;1.0;1.0;1.0;0.0;0.0;0.0;2.821600000000001;CCCCCCCCC(O)=O
DTXSID3021643;Inactivo;128.120115132;9.0;1.0;0.0;1.0;0.0;0.0;0.0;2.5458000000000007;CCCCCCCC=O
DTXSID3021645;Inactivo;144.115029752;10.0;1.0;1.0;1.0;0.0;0.0;0.0;2.4315000000000007;CCCCCCCC(O)=O
DTXSID3021770;Activo;363.95914034399993;21.0;2.0;2.0;0.0;0.0;0.0;0.0;6.037300000000004;CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1
DTXSID3021774;Inactivo;154.07825032;12.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9384000000000015;C1CC2=C3C1=CC=CC3=CC=C2
DTXSID3021778;Inactivo;318.089208928;24.0;4.0;0.0;2.0;0.0;0.0;0.0;4.125000000000003;O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1
DTXSID3021932;Inactivo;105.078978592;7.0;3.0;3.0;0.0;0.0;0.0;0.0;-1.4393999999999998;OCCNCCO
DTXSID3021936;Inactivo;108.068748256;8.0;2.0;0.0;0.0;2.0;0.0;0.0;1.59396;N#CCCCCC#N
DTXSID3021986;Inactivo;266.164695974;17.0;4.0;0.0;1.0;0.0;0.0;0.0;4.544600000000004;CCCCOP(=O)(OCCCC)OCCCC
DTXSID3022162;Inactivo;274.85813791600003;11.0;2.0;1.0;0.0;1.0;0.0;0.0;2.78888;OC1=C(Br)C=C(C=C1Br)C#N
DTXSID3022370;Inactivo;314.2245802;23.0;2.0;0.0;3.0;0.0;0.0;0.0;4.723500000000005;[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DTXSID3022403;Inactivo;244.073558864;18.0;4.0;2.0;1.0;0.0;0.0;0.0;2.3374000000000006;COC1=CC=C(C(=O)C2=C(O)C=CC=C2)C(O)=C1
DTXSID3022405;Inactivo;228.078644244;17.0;3.0;1.0;1.0;0.0;0.0;0.0;2.631800000000001;COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1
DTXSID3022455;Inactivo;194.0579088;14.0;4.0;0.0;2.0;0.0;0.0;0.0;1.2597999999999998;COC(=O)C1=C(C=CC=C1)C(=O)OC
DTXSID3022536;Activo;212.120115132;16.0;1.0;1.0;0.0;0.0;0.0;0.0;3.7181000000000024;CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1
DTXSID3022588;Inactivo;440.15566574;32.0;10.0;6.0;3.0;0.0;0.0;0.0;0.24410000000000026;NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1
DTXSID3023556;Activo;286.22966558;21.0;1.0;1.0;5.0;0.0;0.0;0.0;5.510300000000005;C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C
DTXSID3023764;Activo;252.093900384;20.0;0.0;0.0;0.0;0.0;0.0;0.0;5.737200000000003;C1=CC2=C3C=CC=C4C=CC5=CC=CC(=C2C=C1)C5=C34
DTXSID3023845;Inactivo;152.062600256;12.0;0.0;0.0;1.0;0.0;0.0;0.0;3.3236000000000017;C1=CC2=C3C1=CC=CC3=CC=C2
DTXSID3023897;Inactivo;293.093104432;20.0;5.0;0.0;1.0;0.0;0.0;0.0;3.1243000000000016;CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=NC=N1
DTXSID3023899;Activo;335.109290652;23.0;5.0;0.0;2.0;0.0;0.0;0.0;4.148200000000004;CCCCN(CC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
DTXSID3024102;Inactivo;303.105801194;19.0;4.0;1.0;1.0;0.0;0.0;0.0;4.238320000000003;CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1
DTXSID3024104;Inactivo;202.07825032;16.0;0.0;0.0;0.0;0.0;0.0;0.0;4.487200000000003;C1=CC2=C(C=C1)C1=C3C2=CC=CC3=CC=C1
DTXSID3024152;Inactivo;311.126991404;23.0;4.0;2.0;3.0;0.0;0.0;0.0;2.2241;CC(C)C1(C)N=C(NC1=O)C1=NC2=C(C=CC=C2)C=C1C(O)=O
DTXSID3024154;Inactivo;329.033396636;21.0;3.0;1.0;3.0;0.0;0.0;0.0;2.880000000000001;CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1
DTXSID3024235;Inactivo;315.10033045;22.0;3.0;0.0;0.0;0.0;0.0;0.0;1.9885;C[Si](CN1C=NC=N1)(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1
DTXSID3024239;Activo;344.069447796;22.0;5.0;0.0;1.0;0.0;0.0;0.0;4.217000000000004;CC(C)OC1=CC(N2N=C(OC2=O)C(C)(C)C)=C(Cl)C=C1Cl
DTXSID3024287;Inactivo;289.142641468;21.0;4.0;2.0;3.0;0.0;0.0;0.0;1.6333000000000002;CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
DTXSID3024289;Inactivo;202.07825032;16.0;0.0;0.0;0.0;0.0;0.0;0.0;4.584000000000002;C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1
DTXSID3024316;Inactivo;228.104482132;15.0;4.0;1.0;1.0;0.0;0.0;0.0;1.6111999999999997;CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C
DTXSID3024318;Inactivo;241.136116608;16.0;6.0;2.0;0.0;0.0;0.0;0.0;2.2356999999999996;CCNC1=NC(SC)=NC(NC(C)(C)C)=N1
DTXSID3024368;Inactivo;178.120509056;12.0;4.0;1.0;0.0;0.0;0.0;0.0;0.04839999999999983;CCOCCOCCOCCO
DTXSID3024657;Inactivo;137.968026944;5.0;1.0;1.0;0.0;0.0;0.0;0.0;0.7637;OCCCBr
DTXSID3024780;Inactivo;157.042504776;8.0;1.0;0.0;0.0;0.0;0.0;0.0;1.5971;Cl.CC(Cl)CN(C)C
DTXSID3024869;Activo;152.083729624;11.0;2.0;1.0;0.0;0.0;0.0;0.0;2.4113000000000007;CC(C)(OO)C1=CC=CC=C1
DTXSID3024940;Inactivo;196.847573232;5.0;1.0;0.0;0.0;1.0;0.0;0.0;1.62588;BrC(Br)C#N
DTXSID3024944;Activo;263.889772392;10.0;2.0;0.0;0.0;2.0;0.0;0.0;2.34236;BrCC(Br)(CCC#N)C#N
DTXSID3025049;Inactivo;120.078644244;8.0;3.0;1.0;0.0;0.0;0.0;0.0;-0.3583;COCCOCCO
DTXSID3025091;Inactivo;244.121177752;18.0;4.0;2.0;0.0;0.0;0.0;0.0;2.5352000000000006;COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1
DTXSID3025122;Inactivo;160.073558864;11.0;4.0;0.0;2.0;0.0;0.0;0.0;0.5026999999999999;COC(=O)CCCC(=O)OC
DTXSID3025170;Inactivo;393.339550376;29.0;1.0;1.0;0.0;0.0;0.0;0.0;9.236199999999998;CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1
DTXSID3025178;Activo;211.110947416;16.0;1.0;3.0;1.0;0.0;0.0;0.0;3.1453700000000007;N=C(NC1=CC=CC=C1)NC1=CC=CC=C1
DTXSID3025209;Activo;420.0957508519999;31.0;8.0;4.0;3.0;0.0;0.0;0.0;3.059800000000001;OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1
DTXSID3025469;Inactivo;88.088815004;6.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0248;CC(C)CCO
DTXSID3025881;Activo;108.068748256;8.0;2.0;2.0;0.0;0.0;0.0;0.0;0.8510000000000002;NC1=C(N)C=CC=C1
DTXSID3026223;Inactivo;234.110338296;16.0;6.0;0.0;2.0;0.0;0.0;0.0;0.14579999999999949;CC(=O)OCCOCCOCCOC(C)=O
DTXSID3026564;Inactivo;402.298139064;28.0;6.0;0.0;2.0;0.0;0.0;0.0;4.538800000000004;CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
DTXSID3026645;Inactivo;134.109550448;10.0;0.0;0.0;0.0;0.0;0.0;0.0;3.118420000000002;CC(C)C1=CC=C(C)C=C1
DTXSID3026691;Inactivo;218.079038168;15.0;6.0;0.0;3.0;0.0;0.0;0.0;0.044299999999999784;CC(=O)OCC(COC(C)=O)OC(C)=O
DTXSID3026697;Inactivo;412.355260016;29.0;4.0;0.0;2.0;0.0;0.0;0.0;7.236300000000009;CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC
DTXSID3026726;Inactivo;156.15141526;11.0;1.0;1.0;1.0;0.0;0.0;0.0;2.7513000000000014;CC(CCO)CCC=C(C)C
DTXSID3026728;Inactivo;154.135765196;11.0;1.0;1.0;2.0;0.0;0.0;0.0;2.6714000000000016;CC(C)=CCC\C(C)=C/CO
DTXSID3027085;Inactivo;434.287968304;30.0;8.0;0.0;2.0;0.0;0.0;0.0;3.299800000000002;CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC
DTXSID3027320;Inactivo;161.008887268;11.0;3.0;0.0;1.0;0.0;0.0;0.0;-2.3275999999999994;[Na+].[O-]C1=CC=C(C=C1)[N+]([O-])=O
DTXSID3027322;Inactivo;182.167065324;13.0;1.0;0.0;1.0;0.0;0.0;0.0;3.8602000000000034;O=C1CCCCCCCCCCC1
DTXSID3027403;Activo;326.082323244;14.0;0.0;0.0;0.0;0.0;0.0;0.0;5.571000000000005;CCCC[Sn](Cl)(CCCC)CCCC
DTXSID3027530;Activo;338.172938552;24.0;6.0;0.0;6.0;0.0;0.0;0.0;2.7407000000000012;CCC(COC(=O)C(C)=C)(COC(=O)C(C)=C)COC(=O)C(C)=C
DTXSID3027584;Activo;346.153740832;23.0;4.0;0.0;0.0;0.0;0.0;0.0;6.270800000000006;C1CCC(CC1)N(SC1=NC2=C(S1)C=CC=C2)C1CCCCC1
DTXSID3027588;Activo;262.168127944;19.0;4.0;0.0;4.0;0.0;0.0;0.0;3.165700000000002;O=C=NC1CCC(CC2CCC(CC2)N=C=O)CC1
DTXSID3027615;Inactivo;326.000828726;17.0;4.0;0.0;1.0;0.0;0.0;0.0;4.026200000000004;CC(Cl)COP(=O)(OCC(C)Cl)OCC(C)Cl
DTXSID3027792;Inactivo;234.055964698;15.0;6.0;0.0;3.0;0.0;0.0;0.0;0.6345000000000001;CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O
DTXSID3028005;Inactivo;198.06807956;15.0;2.0;0.0;1.0;0.0;0.0;0.0;3.291400000000001;O=CC1=CC(OC2=CC=CC=C2)=CC=C1
DTXSID3029289;Inactivo;143.094628656;10.0;3.0;0.0;0.0;0.0;0.0;0.0;0.4126000000000001;CCC12COCN1COC2
DTXSID3029572;Activo;259.016683952;16.0;2.0;0.0;1.0;0.0;0.0;0.0;2.6042000000000005;CC1COC2=C(C=CC=C2)N1C(=O)C(Cl)Cl
DTXSID3029607;Activo;286.141638424;20.0;6.0;0.0;4.0;0.0;0.0;0.0;1.2582;CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C
DTXSID3031860;Activo;513.9673154520001;31.0;1.0;1.0;1.0;0.0;0.0;0.0;5.715700000000002;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3031862;Inactivo;313.98008969200004;19.0;1.0;1.0;1.0;0.0;0.0;0.0;3.1745;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3031864;Activo;499.937494632;29.0;2.0;1.0;2.0;0.0;0.0;0.0;4.841100000000001;OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3032331;Activo;297.77501632;11.0;2.0;0.0;2.0;0.0;0.0;0.0;3.0565999999999995;ClC(Cl)(Cl)S(=O)(=O)C(Cl)(Cl)Cl
DTXSID3032337;Activo;295.153206152;21.0;5.0;1.0;2.0;0.0;0.0;0.0;4.010900000000003;CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O
DTXSID3032464;Activo;371.93514175;18.0;4.0;0.0;1.0;0.0;0.0;0.0;5.7691000000000034;CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1
DTXSID3032541;Activo;421.833446496;13.0;2.0;0.0;2.0;0.0;0.0;0.0;2.922320000000002;CC1=CC=C(C=C1)S(=O)(=O)C(I)I
DTXSID3032547;Inactivo;245.91881682;12.0;4.0;0.0;0.0;0.0;0.0;0.0;2.7635000000000014;CCOC1=NC(=NS1)C(Cl)(Cl)Cl
DTXSID3032549;Inactivo;301.063634144;19.0;2.0;2.0;1.0;0.0;0.0;0.0;4.607900000000003;CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1
DTXSID3032620;Inactivo;459.981616796;29.0;3.0;2.0;2.0;0.0;0.0;0.0;5.470200000000001;FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
DTXSID3032624;Activo;276.208930136;20.0;2.0;0.0;3.0;1.0;0.0;0.0;4.517800000000005;CC(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OCC#C
DTXSID3032626;Inactivo;225.08234972;15.0;3.0;1.0;1.0;0.0;0.0;0.0;2.743540000000001;CNC(=O)OC1=CC(C)=C(SC)C(C)=C1
DTXSID3032628;Inactivo;368.209992756;27.0;3.0;1.0;2.0;0.0;0.0;0.0;4.206160000000003;COC1=CC=CC(C(=O)NN(C(=O)C2=CC(C)=CC(C)=C2)C(C)(C)C)=C1C
DTXSID30340244;Inactivo;486.01590382;30.0;3.0;0.0;2.0;0.0;0.0;0.0;5.141920000000002;CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
DTXSID3034165;Inactivo;317.06234046000003;22.0;4.0;1.0;3.0;0.0;0.0;0.0;2.4484000000000004;CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DTXSID3034402;Activo;311.165206752;21.0;2.0;0.0;1.0;0.0;0.0;0.0;4.1574000000000035;CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC
DTXSID3034456;Inactivo;274.193280072;20.0;2.0;0.0;0.0;0.0;0.0;0.0;4.2478200000000035;CC(C)[C@]12CC[C@](C)(O1)[C@@H](C2)OCC1=C(C)C=CC=C1
DTXSID3034458;Inactivo;359.132192372;23.0;5.0;1.0;4.0;0.0;0.0;0.0;4.844400000000005;CCSC(C)CC1CC(O)=C(C(CC)=NOC\C=C\Cl)C(=O)C1
DTXSID3034612;Inactivo;383.13444278;27.0;5.0;0.0;1.0;0.0;0.0;0.0;5.003300000000004;CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
DTXSID3034618;Inactivo;408.049997456;27.0;6.0;0.0;2.0;0.0;0.0;0.0;3.294120000000002;CCOC(=O)COC1=CC(N2N=CC(=C(C)C2=O)C(F)(F)F)=C(F)C=C1Cl
DTXSID3034664;Inactivo;305.137556088;22.0;5.0;2.0;3.0;0.0;0.0;0.0;1.2173000000000003;COCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O
DTXSID3034872;Inactivo;221.035589556;15.0;4.0;1.0;1.0;0.0;0.0;0.0;1.4680999999999997;NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1
DTXSID3035341;Inactivo;283.879601632;11.0;2.0;0.0;2.0;0.0;0.0;0.0;1.6490000000000002;CC1(C)N(Br)C(=O)N(Br)C1=O
DTXSID3036496;Inactivo;312.208930136;23.0;2.0;1.0;2.0;1.0;0.0;0.0;3.8826000000000027;[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DTXSID3036525;Inactivo;290.2245802;21.0;2.0;1.0;1.0;0.0;0.0;0.0;3.959100000000004;[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)CC[C@]12C
DTXSID3037094;Activo;387.2198291680001;29.0;3.0;1.0;1.0;0.0;0.0;0.0;5.701700000000005;CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DTXSID3037208;Inactivo;316.9986282;20.0;3.0;1.0;1.0;0.0;0.0;0.0;0.033400000000001207;[Na+].[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
DTXSID3037541;Inactivo;419.811795752;20.0;4.0;0.0;3.0;0.0;0.0;0.0;3.355900000000001;ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl
DTXSID3037707;Inactivo;337.90615052;18.0;3.0;0.0;2.0;0.0;0.0;0.0;-1.0387;[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3037709;Inactivo;437.8997634;24.0;3.0;0.0;2.0;0.0;0.0;0.0;0.23190000000000033;[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3037757;Inactivo;168.15141526;12.0;1.0;0.0;2.0;0.0;0.0;0.0;3.4921000000000024;C=CCCCCCCCCC=O
DTXSID30378880;Inactivo;213.972306056;12.0;3.0;0.0;2.0;0.0;0.0;0.0;1.1177000000000001;FC(F)COS(=O)(=O)C(F)(F)F
DTXSID30382063;Inactivo;295.97311249200004;18.0;3.0;1.0;1.0;0.0;0.0;0.0;2.4024;OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
DTXSID30382104;Activo;479.940958472;28.0;1.0;1.0;1.0;0.0;0.0;0.0;5.3497;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
DTXSID3038771;Inactivo;114.104465068;8.0;1.0;0.0;1.0;0.0;0.0;0.0;1.8675;CC(C)C(=O)C(C)C
DTXSID3038939;Activo;498.953479044;29.0;2.0;1.0;2.0;0.0;0.0;0.0;4.2418000000000005;NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID30395037;Inactivo;310.025148064;19.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0067000000000013;FC(F)(F)COC(OCC(F)(F)F)OCC(F)(F)F
DTXSID30396867;Inactivo;362.017618072;22.0;2.0;2.0;0.0;0.0;0.0;0.0;2.7828000000000004;OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO
DTXSID3040300;Inactivo;188.039277968;13.0;0.0;0.0;0.0;0.0;0.0;0.0;4.007000000000002;ClC1=CC=C(C=C1)C1=CC=CC=C1
DTXSID3040722;Inactivo;182.167065324;13.0;1.0;1.0;0.0;0.0;0.0;0.0;3.1178000000000017;OC1CCC(CC1)C1CCCCC1
DTXSID3041376;Inactivo;297.303164868;21.0;2.0;0.0;0.0;0.0;0.0;0.0;5.406600000000005;CCCCCCCCCCCCCN1CC(C)OC(C)C1
DTXSID3041665;Activo;395.331878152;27.0;0.0;0.0;0.0;0.0;0.0;0.0;4.748300000000003;[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
DTXSID3041744;Inactivo;442.22564282;33.0;5.0;0.0;1.0;0.0;0.0;0.0;5.947000000000006;CCN(CC)C1=CC=C2C(OC3=CC(=CC=C3C22OC(=O)C3=CC=CC=C23)N(CC)CC)=C1
DTXSID3042059;Inactivo;158.130679816;11.0;2.0;0.0;1.0;0.0;0.0;0.0;2.375800000000001;CCCC(=O)OCCC(C)C
DTXSID3042219;Inactivo;120.093900384;9.0;0.0;0.0;0.0;0.0;0.0;0.0;2.639100000000001;CCCC1=CC=CC=C1
DTXSID3042390;Activo;148.991129028;9.0;2.0;0.0;0.0;0.0;0.0;0.0;-2.770199999999999;[Na+].[O-][N+]1=C([S-])C=CC=C1
DTXSID3042423;Inactivo;678.2007289960001;47.0;19.0;0.0;8.0;0.0;0.0;0.0;-0.8291999999999908;[H][C@]1(O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
DTXSID3044203;Inactivo;392.096141212;26.0;5.0;1.0;2.0;0.0;0.0;0.0;3.5814000000000012;Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
DTXSID3044338;Inactivo;311.05921746;20.0;4.0;1.0;0.0;0.0;0.0;0.0;2.6767000000000003;OC(CN1C=NC=N1)(CC1=C(Cl)C=CC=C1)C1(Cl)CC1
DTXSID3044380;Inactivo;210.06807956;16.0;2.0;0.0;2.0;0.0;0.0;0.0;2.752200000000001;O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID3044463;Inactivo;190.102520966;12.0;3.0;0.0;1.0;0.0;0.0;0.0;1.76;CCO[Si](OCC)(OCC)C=C
DTXSID3044918;Activo;367.804701144;13.0;1.0;0.0;1.0;0.0;0.0;0.0;4.538900000000001;BrC1=CC(Br)=C(OCC=C)C(Br)=C1
DTXSID3047138;Inactivo;134.109550448;10.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9841000000000015;CC(C)(C)C1=CC=CC=C1
DTXSID3047261;Inactivo;265.07726434;18.0;4.0;1.0;2.0;0.0;0.0;0.0;2.734800000000001;CC[C@H](C)[C@H](N1SC2=CC=CC=C2C1=O)C(O)=O
DTXSID3047263;Activo;284.127325752;21.0;5.0;2.0;2.0;0.0;0.0;0.0;1.7812199999999998;CCN1N=C(C)C2=C1C(=O)NCC(=N2)C1=CC=C(O)C=C1
DTXSID3047265;Inactivo;466.121000296;32.0;6.0;3.0;4.0;0.0;0.0;0.0;2.901600000000001;ONC(=O)C1(CCCC1)N(CCC(O)=O)S(=O)(=O)C1=CC=C(OC2=CC=C(F)C=C2)C=C1
DTXSID3047267;Inactivo;343.21205842000006;25.0;8.0;1.0;0.0;0.0;0.0;0.0;1.4353399999999998;C[C@@H](O)C1=NC(=CC=N1)N1[C@@H](C)CN(C[C@H]1C)C1=NC(C)=NC(C)=N1
DTXSID3047342;Activo;391.146969844;26.0;2.0;0.0;1.0;0.0;0.0;0.0;6.326600000000005;Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1
DTXSID3047344;Inactivo;379.08717739200006;24.0;5.0;3.0;6.0;0.0;0.0;0.0;0.13110000000000127;CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N
DTXSID3047346;Inactivo;376.18231576400007;27.0;6.0;1.0;1.0;1.0;0.0;0.0;1.3257799999999997;FC1(F)C[C@@H](C#N)N(C1)C(=O)CNC1CC2CCC(C1)N2C1=NC=CC=N1
DTXSID3047348;Activo;396.1216256;27.0;2.0;2.0;1.0;0.0;0.0;0.0;4.972000000000003;FC(F)(F)C1=CC=CC(C(=O)N[C@H]([C@@H]2CCCCN2)C2=CC=CC=C2)=C1Cl
DTXSID3047429;Activo;516.130121266;34.0;8.0;2.0;5.0;0.0;0.0;0.0;-5.243299999999998;[Na+].[Na+].[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DTXSID3047558;Inactivo;432.039496388;27.0;2.0;0.0;2.0;0.0;0.0;0.0;5.234600000000002;CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID3048520;Inactivo;421.0863048000001;28.0;6.0;1.0;4.0;0.0;0.0;0.0;3.0151000000000012;CS(=O)(=O)C1=CC=C(C=C1Cl)[C@@H](C[C@H]1CCC(=O)C1)C(=O)NC1=NC=CN=C1
