count;mean;std;min;25%;50%;75%;max
574.0;0.047038327526132406;0.2353192668306201;0.0;0.0;0.0;0.0;2.0
1127.0;0.03371783496007098;0.1901638124143739;0.0;0.0;0.0;0.0;2.0
