count;mean;std;min;25%;50%;75%;max
574.0;51.986358885017424;49.799823728986915;0.0;22.03;44.760000000000005;69.13499999999999;777.9800000000005
1127.0;51.741677018633546;40.34523175686916;0.0;26.3;44.760000000000005;66.415;474.9000000000001
