count;mean;std;min;25%;50%;75%;max
574.0;3.3954703832752613;2.930619547158227;0.0;2.0;3.0;5.0;46.0
1127.0;3.1481810115350486;2.4665171241786408;0.0;1.0;3.0;4.0;30.0
